"pop","env","trait","value.mean","value.max","value.min","value.length"
24,"07A","starch",66.116380952381,74.83,55.98,105
25,"07A","starch",68.9552777777778,75.97,59.63,144
26,"07A","starch",67.196814159292,74.18,60.55,113
1,"07MO","starch",68.678,71.78,64.26,50
2,"07MO","starch",68.2956,72.61,60.79,50
3,"07MO","starch",64.94,70.48,54.21,42
4,"07MO","starch",66.3479679144385,72.97,57.51,187
5,"07MO","starch",67.7410638297872,73.28,62.16,47
6,"07MO","starch",66.3487037037037,71.98,57.22,162
7,"07MO","starch",66.4247826086957,71.74,61.09,46
8,"07MO","starch",66.9639130434783,70.66,61.76,46
9,"07MO","starch",67.2059574468085,71.29,60.83,47
10,"07MO","starch",65.6481632653061,70.88,58.55,49
11,"07MO","starch",65.8995266272189,73.23,54.12,169
12,"07MO","starch",67.1208,70.91,59.74,50
13,"07MO","starch",65.7944,73.42,57.42,25
14,"07MO","starch",68.8418,72.68,61.69,50
15,"07MO","starch",68.1115384615385,74.34,58.03,143
16,"07MO","starch",69.2341176470588,75.48,60.16,51
18,"07MO","starch",67.4854491017964,73.36,61.73,167
19,"07MO","starch",66.8395505617978,72.05,58.1,178
20,"07MO","starch",68.0556024096386,72.81,60.13,166
21,"07MO","starch",67.040773480663,74.24,58.09,181
22,"07MO","starch",67.8522222222222,72.49,59.6,54
23,"07MO","starch",68.0402222222222,71.68,59.98,45
24,"07MO","starch",65.1876219512195,73.58,53.96,164
25,"07MO","starch",67.3254,74.58,62.15,50
26,"07MO","starch",66.0816666666667,69.54,61.39,48
1,"06A","tassel",92.1755319148936,107,82,188
2,"06A","tassel",97.8510638297872,121,85,188
3,"06A","tassel",104.342541436464,122,89,181
4,"06A","tassel",102.795454545455,123,87,176
5,"06A","tassel",98.6551724137931,108,87,145
6,"06A","tassel",96.2594594594595,123,85,185
7,"06A","tassel",97.0174418604651,107,86,172
8,"06A","tassel",104.984536082474,121,91,194
9,"06A","tassel",99.6178010471204,115,88,191
10,"06A","tassel",89.192513368984,106,82,187
11,"06A","tassel",87.2625698324022,119,77,179
12,"06A","tassel",98.0942408376963,128,84,191
13,"06A","tassel",93.4962406015038,105,85,133
14,"06A","tassel",91.3928571428571,103,85,196
15,"06A","tassel",98.8232044198895,121,85,181
16,"06A","tassel",93.2984293193717,113,84,191
18,"06A","tassel",98.3177083333333,125,84,192
19,"06A","tassel",86.819587628866,99,80,194
20,"06A","tassel",95.4761904761905,104,84,189
21,"06A","tassel",94.8508287292818,113,84,181
22,"06A","tassel",88.9343434343434,104,82,198
23,"06A","tassel",98.2068965517241,121,86,174
24,"06A","tassel",86.0606060606061,104,78,165
25,"06A","tassel",98.0476190476191,135,86,189
26,"06A","tassel",97.5412371134021,125,85,194
1,"06IL","tassel",76.7157360406091,84,72,197
2,"06IL","tassel",82.6040609137056,94,63,197
3,"06IL","tassel",84.6182795698925,96,76,186
4,"06IL","tassel",86.1711229946524,94,57,187
5,"06IL","tassel",85.514450867052,95,75,173
6,"06IL","tassel",83.3846153846154,111,74,195
7,"06IL","tassel",82.2755102040816,113,74,196
8,"06IL","tassel",88.7396449704142,94,82,169
9,"06IL","tassel",82.4894736842105,109,77,190
10,"06IL","tassel",80.4234693877551,109,73,196
11,"06IL","tassel",74.6340206185567,82,67,194
12,"06IL","tassel",84.7089947089947,94,77,189
13,"06IL","tassel",85.0077519379845,96,78,129
14,"06IL","tassel",81.765306122449,90,76,196
15,"06IL","tassel",83.3179487179487,109,75,195
16,"06IL","tassel",80.3520408163265,109,75,196
18,"06IL","tassel",83.395,113,71,200
19,"06IL","tassel",73.8666666666667,83,71,195
20,"06IL","tassel",84.1189189189189,114,72,185
21,"06IL","tassel",80.671875,107,74,192
22,"06IL","tassel",76.3538461538461,104,71,195
23,"06IL","tassel",82.3948717948718,94,75,195
24,"06IL","tassel",73.4869109947644,82,67,191
25,"06IL","tassel",81.78125,113,74,192
26,"06IL","tassel",84.8140703517588,108,77,199
1,"06MO","tassel",68.0934065934066,81,60,182
2,"06MO","tassel",70.8907103825137,82,62,183
3,"06MO","tassel",72.1411764705882,85,60,170
5,"06MO","tassel",72.0263157894737,87,61,190
7,"06MO","tassel",71.0698924731183,82,63,186
8,"06MO","tassel",73.9536082474227,86,67,194
9,"06MO","tassel",72.1842105263158,84,64,190
10,"06MO","tassel",67.1075268817204,78,60,186
12,"06MO","tassel",71.1075268817204,84,62,186
13,"06MO","tassel",69.8153846153846,80,61,130
14,"06MO","tassel",69.9739583333333,83,62,192
16,"06MO","tassel",70.4455958549223,84,63,193
22,"06MO","tassel",64.8497409326425,77,60,193
23,"06MO","tassel",69.1345029239766,83,62,171
25,"06MO","tassel",68.9728260869565,81,62,184
26,"06MO","tassel",69.4391534391534,83,62,189
1,"07A","tassel",78.8163265306122,88,72,196
2,"07A","tassel",84.1868686868687,94,76,198
3,"07A","tassel",87.4162436548223,104,76,197
4,"07A","tassel",86.715,102,76,200
5,"07A","tassel",87.1030927835052,107,76,194
6,"07A","tassel",83.565,97,74,200
7,"07A","tassel",84.9798994974874,103,77,199
8,"07A","tassel",90.2575757575758,103,82,198
9,"07A","tassel",85.8469387755102,106,79,196
10,"07A","tassel",79.9230769230769,89,70,195
11,"07A","tassel",76.4242424242424,88,69,198
12,"07A","tassel",87.1776649746193,106,77,197
13,"07A","tassel",82.865671641791,93,75,134
14,"07A","tassel",81.5326633165829,89,73,199
15,"07A","tassel",84.9095477386935,93,77,199
16,"07A","tassel",82.8484848484848,98,75,198
18,"07A","tassel",86.9,103,75,200
19,"07A","tassel",75.57,87,69,200
20,"07A","tassel",84.3160621761658,96,76,193
21,"07A","tassel",81.1230769230769,91,73,195
22,"07A","tassel",79.1457286432161,90,73,199
23,"07A","tassel",81.7230769230769,90,75,195
24,"07A","tassel",74.1727748691099,89,67,191
25,"07A","tassel",83.9447236180904,95,77,199
26,"07A","tassel",84.32,98,75,200
1,"07CL","tassel",69.4619289340101,77,65,197
2,"07CL","tassel",72.462311557789,79,69,199
3,"07CL","tassel",73.3686868686869,90,67,198
4,"07CL","tassel",75.6,87,68,200
5,"07CL","tassel",74.6224489795918,89,69,196
6,"07CL","tassel",71.165,78,66,200
7,"07CL","tassel",73.1055276381909,82,67,199
8,"07CL","tassel",76.7939698492462,87,72,199
9,"07CL","tassel",73.015306122449,80,68,196
10,"07CL","tassel",69.8358974358974,84,65,195
11,"07CL","tassel",67.3076923076923,78,63,195
12,"07CL","tassel",74.1212121212121,83,69,198
13,"07CL","tassel",72.1940298507463,78,67,134
14,"07CL","tassel",71.286432160804,77,68,199
15,"07CL","tassel",73.5959595959596,80,69,198
16,"07CL","tassel",72.8492462311558,84,66,199
18,"07CL","tassel",74.4221105527638,84,66,199
19,"07CL","tassel",67.28,71,62,200
20,"07CL","tassel",73.8453608247423,80,66,194
21,"07CL","tassel",70.0154639175258,78,65,194
22,"07CL","tassel",69.459595959596,76,65,198
23,"07CL","tassel",71.1020408163265,78,66,196
24,"07CL","tassel",65.9319371727749,75,60,191
25,"07CL","tassel",73.1111111111111,83,67,198
26,"07CL","tassel",72.6482412060301,82,66,199
1,"07IL","tassel",69.4010152284264,78,63,197
2,"07IL","tassel",73.0858585858586,82,68,198
3,"07IL","tassel",75.0357142857143,84,68,196
4,"07IL","tassel",76.4771573604061,87,68,197
5,"07IL","tassel",75.75,87,68,192
6,"07IL","tassel",73.3248730964467,82,69,197
7,"07IL","tassel",71.7537688442211,80,67,199
8,"07IL","tassel",77.5939086294416,87,71,197
9,"07IL","tassel",74.7040816326531,82,68,196
10,"07IL","tassel",67.0765306122449,73,62,196
11,"07IL","tassel",64.7263157894737,75,60,190
12,"07IL","tassel",74.5583756345178,85,68,197
13,"07IL","tassel",73.3308270676692,80,68,133
14,"07IL","tassel",72.6497461928934,78,67,197
15,"07IL","tassel",74.5235602094241,84,67,191
16,"07IL","tassel",70.929648241206,80,66,199
18,"07IL","tassel",75.065,82,67,200
19,"07IL","tassel",67.929648241206,73,63,199
20,"07IL","tassel",71.7061855670103,81,65,194
21,"07IL","tassel",73.0670103092783,82,67,194
22,"07IL","tassel",69.8492462311558,79,67,199
23,"07IL","tassel",70.748717948718,78,64,195
24,"07IL","tassel",64.8315789473684,75,61,190
25,"07IL","tassel",73.3926701570681,80,66,191
26,"07IL","tassel",73.9441624365482,84,67,197
1,"07MO","tassel",66.811320754717,74,62,53
2,"07MO","tassel",68.5740740740741,72,64,54
3,"07MO","tassel",72.6851851851852,82,66,54
4,"07MO","tassel",72.3517587939699,82,63,199
5,"07MO","tassel",73.537037037037,83,68,54
6,"07MO","tassel",71.155,80,65,200
7,"07MO","tassel",69.8703703703704,76,64,54
8,"07MO","tassel",75.5185185185185,83,70,54
9,"07MO","tassel",70.4444444444444,74,67,54
10,"07MO","tassel",66.2641509433962,73,63,53
11,"07MO","tassel",64.0854271356784,75,59,199
12,"07MO","tassel",68.811320754717,75,63,53
13,"07MO","tassel",67.1379310344828,73,62,29
14,"07MO","tassel",66.4905660377358,70,62,53
15,"07MO","tassel",73.054347826087,83,65,184
16,"07MO","tassel",70.188679245283,75,64,53
18,"07MO","tassel",73.815,84,62,200
19,"07MO","tassel",65.0913705583756,74,60,197
20,"07MO","tassel",70.0621761658031,76,64,193
21,"07MO","tassel",67.8860103626943,77,62,193
22,"07MO","tassel",64.9444444444444,69,62,54
23,"07MO","tassel",66.6981132075472,71,63,53
24,"07MO","tassel",60.9312169312169,69,56,189
25,"07MO","tassel",70.7962962962963,77,65,54
26,"07MO","tassel",71.4259259259259,77,64,54
